"HumanGene"	"MouseGene"	"HomologyID"	"transID"
"LONRF3"	"Lonrf3"	11712	"ENST00000371628_ENSG00000175556_LONRF3"
"LOR"	"Lor"	68056	"ENST00000368742_ENSG00000203782_LOR"
"LOX"	"Lox"	1741	"ENST00000231004_ENSG00000113083_LOX"
"LOXL1"	"Loxl1"	4074	"ENST00000261921_ENSG00000129038_LOXL1"
"LOXL2"	"Loxl2"	1742	"ENST00000389131_ENSG00000134013_LOXL2"
"LOXL3"	"Loxl3"	56591	"ENST00000264094_ENSG00000115318_LOXL3"
"LOXL4"	"Loxl4"	12977	"ENST00000260702_ENSG00000138131_LOXL4"
"LPAR1"	"Edg2"	1072	"ENST00000358883_ENSG00000198121_LPAR1"
"LPAR1"	"Lpar1"	1072	"ENST00000358883_ENSG00000198121_LPAR1"
"LPAR2"	"Edg4"	3465	"ENST00000407877_ENSG00000064547_LPAR2"
"LPAR2"	"Lpar2"	3465	"ENST00000407877_ENSG00000064547_LPAR2"
"LPAR3"	"Lpar3"	8123	"ENST00000370611_ENSG00000171517_LPAR3"
"LPAR3"	"Edg7"	8123	"ENST00000370611_ENSG00000171517_LPAR3"
"LPAR4"	"Gpr23"	3871	"ENST00000435339_ENSG00000147145_LPAR4"
"LPAR4"	"Lpar4"	3871	"ENST00000435339_ENSG00000147145_LPAR4"
"LPAR5"	"Lpar5"	10696	"ENST00000329858_ENSG00000184574_LPAR5"
"LPAR5"	"Gpr92"	10696	"ENST00000329858_ENSG00000184574_LPAR5"
"LPAR6"	"Lpar6"	55925	"ENST00000378434_ENSG00000139679_LPAR6"
"LPCAT1"	"Aytl2"	9871	"ENST00000283415_ENSG00000153395_LPCAT1"
"LPCAT1"	"Lpcat1"	9871	"ENST00000283415_ENSG00000153395_LPCAT1"
"LPCAT2"	"Lpcat2"	41201	"ENST00000262134_ENSG00000087253_LPCAT2"
"LPCAT2"	"Aytl1"	41201	"ENST00000262134_ENSG00000087253_LPCAT2"
"LPCAT3"	"Lpcat3"	14678	"ENST00000261407_ENSG00000111684_LPCAT3"
"LPCAT3"	"Mboat5"	14678	"ENST00000261407_ENSG00000111684_LPCAT3"
"LPCAT4"	"Agpat7"	27544	"ENST00000314891_ENSG00000176454_LPCAT4"
"LPCAT4"	"Lpcat4"	27544	"ENST00000314891_ENSG00000176454_LPCAT4"
"LPGAT1"	"Lpgat1"	8914	"ENST00000366997_ENSG00000123684_LPGAT1"
"LPHN1"	"Lphn1"	8951	NA
"LPHN2"	"Lphn2"	22712	NA
"LPHN3"	"Lphn3"	22878	NA
"LPIN1"	"Lpin1"	9266	"ENST00000449576_ENSG00000134324_LPIN1"
"LPIN2"	"Lpin2"	8769	"ENST00000261596_ENSG00000101577_LPIN2"
"LPIN3"	"Lpin3"	84844	"ENST00000632009_ENSG00000132793_LPIN3"
"LPL"	"Lpl"	200	"ENST00000311322_ENSG00000175445_LPL"
"LPO"	"Lpo"	21240	"ENST00000262290_ENSG00000167419_LPO"
"LPP"	"Lpp"	4075	"ENST00000617246_ENSG00000145012_LPP"
"LPPR2"	"BC018242"	11229	NA
"LPPR4"	"D3Bwg0562e"	8895	NA
"LPXN"	"Lpxn"	3536	"ENST00000528954_ENSG00000110031_LPXN"
"LRAT"	"Lrat"	3483	"ENST00000507827_ENSG00000121207_LRAT"
"LRATD1"	"Lratd1"	12576	NA
"LRATD2"	"Lratd2"	18379	NA
"LRBA"	"Lrba"	36205	"ENST00000357115_ENSG00000198589_LRBA"
"LRCH1"	"Lrch1"	32244	"ENST00000389797_ENSG00000136141_LRCH1"
"LRCH2"	"Lrch2"	32491	"ENST00000317135_ENSG00000130224_LRCH2"
"LRCH3"	"Lrch3"	13111	"ENST00000334859_ENSG00000186001_LRCH3"
"LRCH4"	"Lrch4"	20532	"ENST00000310300_ENSG00000077454_LRCH4"
"LRCOL1"	"Lrcol1"	128618	"ENST00000376608_ENSG00000204583_LRCOL1"
"LRDD"	"Lrdd"	11220	NA
"LRFN1"	"Lrfn1"	12729	"ENST00000248668_ENSG00000128011_LRFN1"
"LRFN2"	"Lrfn2"	19182	"ENST00000338305_ENSG00000156564_LRFN2"
"LRFN3"	"Lrfn3"	11558	"ENST00000246529_ENSG00000126243_LRFN3"
"LRFN4"	"Lrfn4"	36415	"ENST00000309602_ENSG00000173621_LRFN4"
"LRFN5"	"Lrfn5"	17582	"ENST00000298119_ENSG00000165379_LRFN5"
"LRG1"	"Lrg1"	36468	"ENST00000306390_ENSG00000171236_LRG1"
"LRGUK"	"Lrguk"	34923	"ENST00000285928_ENSG00000155530_LRGUK"
"LRIF1"	"Lrif1"	10160	"ENST00000369763_ENSG00000121931_LRIF1"
"LRIG1"	"Lrig1"	7380	"ENST00000273261_ENSG00000144749_LRIG1"
"LRIG2"	"Lrig2"	8882	"ENST00000361127_ENSG00000198799_LRIG2"
"LRIG3"	"Lrig3"	62452	"ENST00000320743_ENSG00000139263_LRIG3"
"LRIT1"	"Lrrc21"	9215	"ENST00000372105_ENSG00000148602_LRIT1"
"LRIT1"	"Lrit1"	9215	"ENST00000372105_ENSG00000148602_LRIT1"
"LRIT2"	"Lrit2"	18292	"ENST00000372113_ENSG00000204033_LRIT2"
"LRIT2"	"Lrrc22"	18292	"ENST00000372113_ENSG00000204033_LRIT2"
"LRIT3"	"Gm421"	19426	"ENST00000594814_ENSG00000183423_LRIT3"
"LRIT3"	"Lrit3"	19426	"ENST00000594814_ENSG00000183423_LRIT3"
"LRMDA"	"Lrmda"	49975	"ENST00000611255_ENSG00000148655_LRMDA"
"LRMP"	"Lrmp"	4483	"ENST00000354454_ENSG00000118308_LRMP"
"LRP1"	"Lrp1"	1744	"ENST00000243077_ENSG00000123384_LRP1"
"LRP10"	"Lrp10"	8535	"ENST00000359591_ENSG00000197324_LRP10"
"LRP11"	"Lrp11"	13133	"ENST00000239367_ENSG00000120256_LRP11"
"LRP12"	"Lrp12"	8385	"ENST00000276654_ENSG00000147650_LRP12"
"LRP1B"	"Lrp1b"	56810	"ENST00000389484_ENSG00000168702_LRP1B"
"LRP2"	"Lrp2"	20952	"ENST00000263816_ENSG00000081479_LRP2"
"LRP2BP"	"Lrp2bp"	10183	"ENST00000328559_ENSG00000109771_LRP2BP"
"LRP3"	"Lrp3"	1745	"ENST00000253193_ENSG00000130881_LRP3"
"LRP4"	"Lrp4"	17964	"ENST00000378623_ENSG00000134569_LRP4"
"LRP5"	"Lrp5"	1746	"ENST00000294304_ENSG00000162337_LRP5"
"LRP6"	"Lrp6"	1747	"ENST00000261349_ENSG00000070018_LRP6"
"LRP8"	"Lrp8"	31250	"ENST00000306052_ENSG00000157193_LRP8"
"LRPAP1"	"Lrpap1"	37612	"ENST00000500728_ENSG00000163956_LRPAP1"
"LRPPRC"	"Lrpprc"	32695	"ENST00000260665_ENSG00000138095_LRPPRC"
"LRR1"	"Lrr1"	32677	"ENST00000298288_ENSG00000165501_LRR1"
"LRRC1"	"Lrrc1"	44445	"ENST00000370888_ENSG00000137269_LRRC1"
"LRRC10"	"Lrrc10"	17154	"ENST00000361484_ENSG00000198812_LRRC10"
"LRRC10B"	"Lrrc10b"	19583	"ENST00000378075_ENSG00000204950_LRRC10B"
"LRRC14"	"Lrrc14"	40970	"ENST00000529022_ENSG00000160959_LRRC14"
"LRRC14B"	"Lrrc14b"	47758	"ENST00000328278_ENSG00000185028_LRRC14B"
"LRRC15"	"Lrrc15"	26080	"ENST00000428839_ENSG00000172061_LRRC15"
"LRRC16A"	"Lrrc16"	9757	NA
"LRRC16B"	"BC036313"	74564	NA
"LRRC17"	"Lrrc17"	55929	"ENST00000339431_ENSG00000128606_LRRC17"
"LRRC18"	"Lrrc18"	81914	"ENST00000374160_ENSG00000165383_LRRC18"
"LRRC19"	"Lrrc19"	36410	"ENST00000380055_ENSG00000184434_LRRC19"
"LRRC2"	"Lrrc2"	23454	"ENST00000395905_ENSG00000163827_LRRC2"
"LRRC20"	"Lrrc20"	45208	"ENST00000355790_ENSG00000172731_LRRC20"
"LRRC23"	"Lrrc23"	5082	"ENST00000007969_ENSG00000010626_LRRC23"
"LRRC24"	"Lrrc24"	86785	"ENST00000529415_ENSG00000254402_LRRC24"
"LRRC25"	"Lrrc25"	51663	"ENST00000339007_ENSG00000175489_LRRC25"
"LRRC26"	"Lrrc26"	16228	"ENST00000371542_ENSG00000184709_LRRC26"
"LRRC26"	"BC004853"	16228	"ENST00000371542_ENSG00000184709_LRRC26"
"LRRC27"	"Lrrc27"	19268	"ENST00000368613_ENSG00000148814_LRRC27"
"LRRC28"	"Lrrc28"	16944	"ENST00000301981_ENSG00000168904_LRRC28"
"LRRC29"	"Lrrc29"	133339	"ENST00000393992_ENSG00000125122_LRRC29"
"LRRC3"	"Lrrc3"	12789	"ENST00000291592_ENSG00000160233_LRRC3"
"LRRC30"	"Lrrc30"	33184	"ENST00000383467_ENSG00000206422_LRRC30"
"LRRC32"	"EG434215"	4027	"ENST00000260061_ENSG00000137507_LRRC32"
"LRRC32"	"Lrrc32"	4027	"ENST00000260061_ENSG00000137507_LRRC32"
"LRRC33"	"Lrrc33"	17134	NA
"LRRC34"	"Lrrc34"	27419	"ENST00000446859_ENSG00000171757_LRRC34"
"LRRC36"	"Lrrc36"	23090	"ENST00000329956_ENSG00000159708_LRRC36"
"LRRC37A"	"Lrrc37a"	138824	"ENST00000320254_ENSG00000176681_LRRC37A"
"LRRC37A3"	"Lrrc37a"	86710	"ENST00000339474_ENSG00000176809_LRRC37A3"
"LRRC38"	"Lrrc38"	77949	"ENST00000376085_ENSG00000162494_LRRC38"
"LRRC39"	"Lrrc39"	13668	"ENST00000370138_ENSG00000122477_LRRC39"
"LRRC3B"	"Lrrc3b"	14190	"ENST00000396641_ENSG00000179796_LRRC3B"
"LRRC3C"	"Lrrc3c"	19077	"ENST00000377924_ENSG00000204913_LRRC3C"
"LRRC4"	"Lrrc4"	36403	"ENST00000249363_ENSG00000128594_LRRC4"
"LRRC40"	"Lrrc40"	9825	"ENST00000370952_ENSG00000066557_LRRC40"
"LRRC41"	"Lrrc41"	4645	"ENST00000343304_ENSG00000132128_LRRC41"
"LRRC42"	"Lrrc42"	12685	"ENST00000319223_ENSG00000116212_LRRC42"
"LRRC43"	"Lrrc43"	17662	"ENST00000339777_ENSG00000158113_LRRC43"
"LRRC45"	"Lrrc45"	17019	"ENST00000306688_ENSG00000169683_LRRC45"
"LRRC46"	"Lrrc46"	12307	"ENST00000269025_ENSG00000141294_LRRC46"
"LRRC47"	"Lrrc47"	10795	"ENST00000378251_ENSG00000130764_LRRC47"
"LRRC48"	"Lrrc48"	12581	NA
"LRRC49"	"Lrrc49"	9782	"ENST00000560369_ENSG00000137821_LRRC49"
"LRRC4B"	"Lrrc4b"	45681	"ENST00000599957_ENSG00000131409_LRRC4B"
"LRRC4C"	"Lrrc4c"	18696	"ENST00000528697_ENSG00000148948_LRRC4C"
"LRRC50"	"Lrrc50"	12256	NA
"LRRC52"	"Lrrc52"	35430	"ENST00000294818_ENSG00000162763_LRRC52"
"LRRC55"	"Lrrc55"	19385	"ENST00000497933_ENSG00000183908_LRRC55"
"LRRC56"	"Lrrc56"	115748	"ENST00000270115_ENSG00000161328_LRRC56"
"LRRC57"	"Lrrc57"	11995	"ENST00000397130_ENSG00000180979_LRRC57"
"LRRC58"	"Lrrc58"	14598	"ENST00000295628_ENSG00000163428_LRRC58"
"LRRC59"	"Lrrc59"	10229	"ENST00000225972_ENSG00000108829_LRRC59"
"LRRC6"	"Lrrc6"	34534	"ENST00000618342_ENSG00000129295_LRRC6"
"LRRC61"	"Lrrc61"	41538	"ENST00000323078_ENSG00000127399_LRRC61"
"LRRC63"	"4921509B22Rik"	52823	"ENST00000446175_ENSG00000173988_LRRC63"
"LRRC63"	"Lrrc63"	52823	"ENST00000446175_ENSG00000173988_LRRC63"
"LRRC66"	"Lrrc66"	51944	"ENST00000343457_ENSG00000188993_LRRC66"
"LRRC66"	"BC031901"	51944	"ENST00000343457_ENSG00000188993_LRRC66"
"LRRC67"	"4930418G15Rik"	27077	NA
"LRRC68"	"BC024868"	17851	NA
"LRRC69"	"1700034K16Rik"	78018	"ENST00000448384_ENSG00000214954_LRRC69"
"LRRC69"	"Lrrc69"	78018	"ENST00000448384_ENSG00000214954_LRRC69"
"LRRC7"	"Lrrc7"	10817	"ENST00000035383_ENSG00000033122_LRRC7"
"LRRC71"	"Lrrc71"	83646	"ENST00000337428_ENSG00000160838_LRRC71"
"LRRC72"	"Lrrc72"	90358	"ENST00000401542_ENSG00000205858_LRRC72"
"LRRC73"	"Lrrc73"	19183	"ENST00000372441_ENSG00000204052_LRRC73"
"LRRC74A"	"Lrrc74a"	19331	"ENST00000393774_ENSG00000100565_LRRC74A"
"LRRC75A"	"Lrrc75a"	65996	"ENST00000470794_ENSG00000181350_LRRC75A"
"LRRC75B"	"Lrrc75b"	65995	"ENST00000318753_ENSG00000178026_LRRC75B"
"LRRC8A"	"Lrrc8a"	18617	"ENST00000372599_ENSG00000136802_LRRC8A"
"LRRC8B"	"Lrrc8b"	9103	"ENST00000439853_ENSG00000197147_LRRC8B"
"LRRC8C"	"Lrrc8c"	12997	"ENST00000370454_ENSG00000171488_LRRC8C"
"LRRC8D"	"Lrrc8d"	10004	"ENST00000337338_ENSG00000171492_LRRC8D"
"LRRC8E"	"Lrrc8e"	11817	"ENST00000306708_ENSG00000171017_LRRC8E"
"LRRCC1"	"Lrrcc1"	12559	"ENST00000360375_ENSG00000133739_LRRCC1"
"LRRD1"	"Lrrd1"	18247	"ENST00000430130_ENSG00000240720_LRRD1"
"LRRFIP1"	"Lrrfip1"	48301	"ENST00000392000_ENSG00000124831_LRRFIP1"
"LRRFIP2"	"Lrrfip2"	22476	"ENST00000336686_ENSG00000093167_LRRFIP2"
"LRRIQ1"	"Lrriq1"	46007	"ENST00000393217_ENSG00000133640_LRRIQ1"
"LRRIQ3"	"Lrrc44"	23668	"ENST00000354431_ENSG00000162620_LRRIQ3"
"LRRIQ3"	"Lrriq3"	23668	"ENST00000354431_ENSG00000162620_LRRIQ3"
"LRRIQ4"	"Lrriq4"	12260	"ENST00000340806_ENSG00000188306_LRRIQ4"
"LRRIQ4"	"4930558O21Rik"	12260	"ENST00000340806_ENSG00000188306_LRRIQ4"
"LRRK1"	"Lrrk1"	23464	"ENST00000388948_ENSG00000154237_LRRK1"
"LRRK2"	"Lrrk2"	18982	"ENST00000298910_ENSG00000188906_LRRK2"
"LRRN1"	"Lrrn1"	32036	"ENST00000319331_ENSG00000175928_LRRN1"
"LRRN2"	"Lrrn2"	21274	"ENST00000367176_ENSG00000170382_LRRN2"
"LRRN3"	"Lrrn3"	36315	"ENST00000308478_ENSG00000173114_LRRN3"
"LRRN4"	"B430119L13Rik"	17632	"ENST00000378858_ENSG00000125872_LRRN4"
"LRRN4"	"Lrrn4"	17632	"ENST00000378858_ENSG00000125872_LRRN4"
"LRRN4CL"	"1110067I12Rik"	45730	"ENST00000317449_ENSG00000177363_LRRN4CL"
"LRRN4CL"	"Lrrn4cl"	45730	"ENST00000317449_ENSG00000177363_LRRN4CL"
"LRRTM1"	"Lrrtm1"	41763	"ENST00000409148_ENSG00000162951_LRRTM1"
"LRRTM2"	"Lrrtm2"	65342	"ENST00000274711_ENSG00000146006_LRRTM2"
"LRRTM3"	"Lrrtm3"	37110	"ENST00000361320_ENSG00000198739_LRRTM3"
"LRRTM4"	"Lrrtm4"	11807	"ENST00000409911_ENSG00000176204_LRRTM4"
"LRSAM1"	"Lrsam1"	44526	"ENST00000300417_ENSG00000148356_LRSAM1"
"LRTM1"	"Lrtm1"	49635	"ENST00000273286_ENSG00000144771_LRTM1"
"LRTM2"	"Lrtm2"	65244	"ENST00000543818_ENSG00000166159_LRTM2"
"LRTOMT"	"Tomt"	19664	"ENST00000307198_ENSG00000184154_LRTOMT"
"LRTOMT"	"F930017I19Rik"	19664	"ENST00000307198_ENSG00000184154_LRTOMT"
"LRWD1"	"Lrwd1"	17678	"ENST00000292616_ENSG00000161036_LRWD1"
"LRWD1"	"1200011O22Rik"	17678	"ENST00000292616_ENSG00000161036_LRWD1"
"LSAMP"	"Lsamp"	20533	"ENST00000333617_ENSG00000185565_LSAMP"
"LSDP5"	"2310076L09Rik"	41654	NA
"LSG1"	"Lsg1"	5917	"ENST00000265245_ENSG00000041802_LSG1"
"LSM1"	"Lsm1"	40945	"ENST00000311351_ENSG00000175324_LSM1"
"LSM10"	"Lsm10"	13154	"ENST00000315732_ENSG00000181817_LSM10"
"LSM11"	"Lsm11"	32693	"ENST00000286307_ENSG00000155858_LSM11"
"LSM12"	"Lsm12"	6114	"ENST00000591247_ENSG00000161654_LSM12"
"LSM14A"	"Lsm14a"	40537	"ENST00000433627_ENSG00000257103_LSM14A"
"LSM14B"	"Lsm14b"	100207	"ENST00000279068_ENSG00000149657_LSM14B"
"LSM2"	"Lsm2"	48535	"ENST00000375661_ENSG00000204392_LSM2"
"LSM3"	"Lsm3"	6548	"ENST00000306024_ENSG00000170860_LSM3"
"LSM4"	"Lsm4"	5837	"ENST00000593829_ENSG00000130520_LSM4"
"LSM5"	"Lsm5"	40833	"ENST00000450169_ENSG00000106355_LSM5"
"LSM6"	"Lsm6"	38271	"ENST00000296581_ENSG00000164167_LSM6"
"LSM7"	"Lsm7"	6781	"ENST00000252622_ENSG00000130332_LSM7"
"LSM7"	"LOC100041500"	6781	"ENST00000252622_ENSG00000130332_LSM7"
"LSM8"	"Lsm8"	9419	"ENST00000249299_ENSG00000128534_LSM8"
"LSMD1"	"Lsmd1"	23766	NA
"LSMEM1"	"Lsmem1"	18800	"ENST00000439068_ENSG00000181016_LSMEM1"
"LSMEM2"	"Lsmem2"	45163	"ENST00000316436_ENSG00000179564_LSMEM2"
"LSP1"	"Lsp1"	1750	"ENST00000381775_ENSG00000130592_LSP1"
"LSR"	"Lsr"	9306	"ENST00000621372_ENSG00000105699_LSR"
"LSS"	"Lss"	37408	"ENST00000356396_ENSG00000160285_LSS"
"LTA"	"Lta"	497	"ENST00000418386_ENSG00000226979_LTA"
"LTA4H"	"Lta4h"	6820	"ENST00000228740_ENSG00000111144_LTA4H"
"LTB"	"Ltb"	1752	"ENST00000429299_ENSG00000227507_LTB"
"LTB4R"	"Ltb4r1"	22477	"ENST00000345363_ENSG00000213903_LTB4R"
"LTB4R2"	"Ltb4r2"	10519	"ENST00000543919_ENSG00000213906_LTB4R2"
"LTBP1"	"Ltbp1"	522	"ENST00000404816_ENSG00000049323_LTBP1"
"LTBP2"	"Ltbp2"	369	"ENST00000261978_ENSG00000119681_LTBP2"
"LTBP3"	"Ltbp3"	7405	"ENST00000301873_ENSG00000168056_LTBP3"
"LTBP4"	"Ltbp4"	2645	"ENST00000308370_ENSG00000090006_LTBP4"
"LTBR"	"Ltbr"	1753	"ENST00000228918_ENSG00000111321_LTBR"
"LTC4S"	"Ltc4s"	7406	"ENST00000292596_ENSG00000213316_LTC4S"
"LTF"	"Ltf"	1754	"ENST00000231751_ENSG00000012223_LTF"
"LTK"	"Ltk"	37613	"ENST00000263800_ENSG00000062524_LTK"
"LTN1"	"Ltn1"	32272	"ENST00000614971_ENSG00000198862_LTN1"
"LTO1"	"LTO1"	12457	"ENST00000279147_ENSG00000149716_LTO1"
"LTV1"	"Ltv1"	6338	"ENST00000367576_ENSG00000135521_LTV1"
"LUC7L"	"Luc7l"	100558	"ENST00000293872_ENSG00000007392_LUC7L"
"LUC7L2"	"Luc7l2"	56737	"ENST00000619796_ENSG00000146963_LUC7L2"
"LUC7L3"	"Luc7l3"	75056	"ENST00000393227_ENSG00000108848_LUC7L3"
"LUM"	"Lum"	37614	"ENST00000266718_ENSG00000139329_LUM"
"LURAP1"	"Lurap1"	66379	"ENST00000371980_ENSG00000171357_LURAP1"
"LURAP1L"	"Lurap1l"	12281	"ENST00000319264_ENSG00000153714_LURAP1L"
"LUZP1"	"Luzp1"	11545	"ENST00000418342_ENSG00000169641_LUZP1"
"LUZP2"	"Luzp2"	45618	"ENST00000336930_ENSG00000187398_LUZP2"
"LUZP4"	"Ott"	40759	"ENST00000371920_ENSG00000102021_LUZP4"
"LUZP4"	"Luzp4"	40759	"ENST00000371920_ENSG00000102021_LUZP4"
"LUZP4"	"Gm15107"	40759	"ENST00000371920_ENSG00000102021_LUZP4"
"LUZP4"	"Gm15093"	40759	"ENST00000371920_ENSG00000102021_LUZP4"
"LUZP4"	"Gm15097"	40759	"ENST00000371920_ENSG00000102021_LUZP4"
"LUZP4"	"Gm15080"	40759	"ENST00000371920_ENSG00000102021_LUZP4"
"LUZP4"	"Gm15127"	40759	"ENST00000371920_ENSG00000102021_LUZP4"
"LUZP4"	"Gm10439"	40759	"ENST00000371920_ENSG00000102021_LUZP4"
"LUZP4"	"Gm15114"	40759	"ENST00000371920_ENSG00000102021_LUZP4"
"LUZP4"	"Gm15128"	40759	"ENST00000371920_ENSG00000102021_LUZP4"
"LUZP4"	"Gm15085"	40759	"ENST00000371920_ENSG00000102021_LUZP4"
"LUZP4"	"Gm15091"	40759	"ENST00000371920_ENSG00000102021_LUZP4"
"LVRN"	"Lvrn"	51352	"ENST00000357872_ENSG00000172901_LVRN"
"LVRN"	"4833403I15Rik"	51352	"ENST00000357872_ENSG00000172901_LVRN"
"LXN"	"Lxn"	36361	"ENST00000264265_ENSG00000079257_LXN"
"LY6D"	"Ly6d"	2742	"ENST00000301263_ENSG00000167656_LY6D"
"LY6E"	"Ly6e"	56411	"ENST00000292494_ENSG00000160932_LY6E"
"LY6G5B"	"Ly6g5b"	49666	"ENST00000375864_ENSG00000240053_LY6G5B"
"LY6G5C"	"Ly6g5c"	11896	"ENST00000383237_ENSG00000204428_LY6G5C"
"LY6G6C"	"Ly6g6c"	11350	"ENST00000375819_ENSG00000204421_LY6G6C"
"LY6G6D"	"Ly6g6d"	76442	"ENST00000375825_ENSG00000244355_LY6G6D"
"LY6G6F"	"Ly6g6f"	10938	"ENST00000375832_ENSG00000204424_LY6G6F"
"LY6H"	"Ly6h"	1758	"ENST00000342752_ENSG00000176956_LY6H"
"LY6K"	"Ly6k"	49489	"ENST00000292430_ENSG00000160886_LY6K"
"LY6L"	"Ly6l"	140539	NA
"LY75"	"Ly75"	31085	"ENST00000263636_ENSG00000054219_LY75"
"LY86"	"Ly86"	48274	"ENST00000230568_ENSG00000112799_LY86"
"LY9"	"Ly9"	1759	"ENST00000263285_ENSG00000122224_LY9"
"LY96"	"Ly96"	9109	"ENST00000284818_ENSG00000154589_LY96"
"LYAR"	"Lyar"	41200	"ENST00000343470_ENSG00000145220_LYAR"
"LYG1"	"2300002O18Rik"	18376	"ENST00000308528_ENSG00000144214_LYG1"
"LYG1"	"Lyg1"	18376	"ENST00000308528_ENSG00000144214_LYG1"
"LYG2"	"Gm776"	18483	"ENST00000333017_ENSG00000185674_LYG2"
"LYG2"	"Lyg2"	18483	"ENST00000333017_ENSG00000185674_LYG2"
"LYL1"	"Lyl1"	4078	"ENST00000264824_ENSG00000104903_LYL1"
"LYN"	"Lyn"	55649	"ENST00000519728_ENSG00000254087_LYN"
"LYNX1"	"Lynx1"	8026	"ENST00000621401_ENSG00000180155_LYNX1"
"LYPD1"	"Lypd1"	16937	"ENST00000397463_ENSG00000150551_LYPD1"
"LYPD2"	"Lypd2"	19022	"ENST00000359228_ENSG00000197353_LYPD2"
"LYPD3"	"Lypd3"	8672	"ENST00000244333_ENSG00000124466_LYPD3"
"LYPD4"	"Lypd4"	45458	"ENST00000609812_ENSG00000273111_LYPD4"
"LYPD5"	"Lypd5"	18797	"ENST00000377950_ENSG00000159871_LYPD5"
"LYPD6"	"Lypd6"	18555	"ENST00000409381_ENSG00000187123_LYPD6"
"LYPD6B"	"2310010M24Rik"	12419	"ENST00000409642_ENSG00000150556_LYPD6B"
"LYPD6B"	"Lypd6b"	12419	"ENST00000409642_ENSG00000150556_LYPD6B"
"LYPD8"	"Lypd8"	52815	"ENST00000590317_ENSG00000259823_LYPD8"
"LYPLA1"	"Lypla1"	100781	"ENST00000316963_ENSG00000120992_LYPLA1"
"LYPLA2"	"Lypla2"	100964	"ENST00000374514_ENSG00000011009_LYPLA2"
"LYPLAL1"	"Lyplal1"	13683	"ENST00000366928_ENSG00000143353_LYPLAL1"
"LYRM1"	"Lyrm1"	10707	"ENST00000219168_ENSG00000102897_LYRM1"
"LYRM2"	"Lyrm2"	10728	"ENST00000523377_ENSG00000083099_LYRM2"
"LYRM4"	"Lyrm4"	41373	"ENST00000500576_ENSG00000214113_LYRM4"
"LYRM5"	"Lyrm5"	44219	NA
"LYRM7"	"Lyrm7"	18762	"ENST00000379380_ENSG00000186687_LYRM7"
"LYRM9"	"Lyrm9"	47720	"ENST00000379102_ENSG00000232859_LYRM9"
"LYSMD1"	"Lysmd1"	41742	"ENST00000368908_ENSG00000163155_LYSMD1"
"LYSMD2"	"Lysmd2"	12347	"ENST00000267838_ENSG00000140280_LYSMD2"
"LYSMD3"	"Lysmd3"	12722	"ENST00000315948_ENSG00000176018_LYSMD3"
"LYSMD4"	"Lysmd4"	45123	"ENST00000409796_ENSG00000183060_LYSMD4"
"LYST"	"Lyst"	61	"ENST00000389793_ENSG00000143669_LYST"
"LYVE1"	"Xlkd1"	4868	"ENST00000256178_ENSG00000133800_LYVE1"
"LYVE1"	"Lyve1"	4868	"ENST00000256178_ENSG00000133800_LYVE1"
"LYZ"	"Lyz2"	121490	"ENST00000261267_ENSG00000090382_LYZ"
"LYZL1"	"Lyzl1"	81913	"ENST00000375500_ENSG00000120563_LYZL1"
"LYZL4"	"Lyzl4"	23604	"ENST00000287748_ENSG00000157093_LYZL4"
"LYZL6"	"Lyzl6"	10709	"ENST00000618542_ENSG00000275722_LYZL6"
"LZIC"	"Lzic"	12301	"ENST00000377223_ENSG00000162441_LZIC"
"LZTFL1"	"Lztfl1"	41368	"ENST00000296135_ENSG00000163818_LZTFL1"
"LZTR1"	"Lztr1"	4925	"ENST00000646124_ENSG00000099949_LZTR1"
"LZTS1"	"Lzts1"	10873	"ENST00000265801_ENSG00000061337_LZTS1"
"LZTS2"	"Lzts2"	15690	"ENST00000370220_ENSG00000107816_LZTS2"
"LZTS3"	"Lzts3"	8824	"ENST00000360342_ENSG00000088899_LZTS3"
"M1AP"	"M1ap"	13210	"ENST00000290536_ENSG00000159374_M1AP"
"M6PR"	"M6pr"	31086	"ENST00000000412_ENSG00000003056_M6PR"
"M6PRBP1"	"M6prbp1"	4247	NA
"MAATS1"	"Maats1"	33470	"ENST00000273390_ENSG00000183833_MAATS1"
"MAB21L1"	"Mab21l1"	36183	"ENST00000379919_ENSG00000180660_MAB21L1"
"MAB21L2"	"Mab21l2"	7824	"ENST00000317605_ENSG00000181541_MAB21L2"
"MAB21L3"	"Mab21l3"	17564	"ENST00000369500_ENSG00000173212_MAB21L3"
"MAB21L4"	"Mab21l4"	11761	"ENST00000307486_ENSG00000172478_MAB21L4"
"MACC1"	"Macc1"	18813	"ENST00000400331_ENSG00000183742_MACC1"
"MACC1"	"4732474O15Rik"	18813	"ENST00000400331_ENSG00000183742_MACC1"
"MACF1"	"Macf1"	113798	"ENST00000361689_ENSG00000127603_MACF1"
"MACIR"	"D1Ertd622e"	13239	NA
"MACO1"	"Maco1"	14449	"ENST00000374343_ENSG00000204178_MACO1"
"MACROD1"	"Macrod1"	8549	"ENST00000255681_ENSG00000133315_MACROD1"
"MACROD1"	"D930010J01Rik"	8549	"ENST00000255681_ENSG00000133315_MACROD1"
"MACROD2"	"Macrod2"	85987	"ENST00000217246_ENSG00000172264_MACROD2"
"MACROH2A1"	"Macroh2a1"	3598	NA
"MACROH2A2"	"Macroh2a2"	10246	NA
"MAD1L1"	"Mad1l1"	74500	"ENST00000399654_ENSG00000002822_MAD1L1"
